cid,gender,R,F,M,k-means
2010S1629385,M,587,1,998,1
2010S1632317,M,394,1,1530,3
2010S1636129,F,311,1,1037,0
2010S1636181,F,564,1,493,1
2010S1636593,F,537,1,689,1
2010S1636757,M,217,3,6343,0
2010S1637061,F,72,1,1998,2
2010S1640337,M,12,1,1186,2
2010S1640421,M,551,1,3250,1
2010S1640737,F,435,1,986,3
2010S1641221,F,267,4,9660,0
2010S1641297,F,25,2,2172,2
2010S1641321,F,385,1,1290,3
2010S1641469,M,189,1,990,0
2010S1644073,F,201,6,14595,0
2010S1644221,F,200,2,5866,0
2010S1644553,F,238,2,1996,0
2010S1645417,F,370,1,880,3
2010S1645557,F,664,1,988,1
2010S1645665,F,335,1,270,3
2010S1645821,M,195,5,14538,0
2010S1645877,F,482,1,938,3
2010S1645941,F,492,1,1560,3
2010S1646177,M,486,1,493,3
2010S1646349,F,478,1,360,3
2010S1648133,F,333,1,1170,3
2010S1648137,F,4,1,1290,2
2010S1648173,F,667,1,998,1
2010S1648437,F,550,1,1280,1
2010S1648549,F,439,1,1972,3
2010S1648657,F,283,1,1996,0
2010S1648701,M,586,2,4140,1
2010S1648709,M,154,1,140,2
2010S1648741,F,61,2,1779,2
2010S1648789,M,415,1,2760,3
2010S1648909,M,322,1,999,0
2010S1648961,F,158,16,38979,2
2010S1652089,F,640,1,1515,1
2010S1653737,F,194,1,1290,0
2010S1656173,F,476,1,150,3
2010S1656333,F,25,2,1998,2
2010S1656865,M,491,1,680,3
2010S1657041,M,324,3,4157,0
2010S1660629,F,654,1,5520,1
2010S1660641,M,189,3,3964,0
2010S1660973,F,236,1,1380,0
2010S1664109,F,458,1,938,3
2010S1664193,F,76,1,3700,2
2010S1664373,M,98,1,999,2
2010S1664593,M,196,1,999,0
2010S1664713,M,3,1,1380,2
2010S1664853,M,243,1,680,0
2010S1664861,F,644,1,1560,1
2010S1668297,F,431,1,1380,3
2010S1668325,M,367,4,7541,3
2010S1668397,M,20,11,14786,2
2010S1668545,M,528,1,499,1
2010S1668701,M,267,1,538,0
2010S1669045,F,389,2,2760,3
2010S1669421,F,343,1,1760,3
2010S1669921,M,433,1,580,3
2010S1672285,M,373,2,1142,3
2010S1672573,F,467,1,289,3
2010S1673153,F,292,2,1469,0
2010S1673421,M,255,1,1287,0
2010S1673429,F,566,2,2098,1
2010S1673465,M,125,1,1299,2
2010S1673633,F,329,1,799,0
2010S1673669,F,565,1,300,1
2010S1676081,F,248,1,38,0
2010S1676253,F,278,1,1380,0
2010S1676517,F,590,1,1996,1
2010S1676641,F,481,1,900,3
2010S1676697,F,165,1,1380,0
2010S1676729,M,204,1,1758,0
2010S1680197,M,521,2,2366,1
2010S1680293,M,33,3,6620,2
2010S1680333,M,192,1,1290,0
2010S1680345,M,235,2,1360,0
2010S1680505,F,255,2,1320,0
2010S1680633,F,438,1,1380,3
2010S1680705,F,401,4,3087,3
2010S1680805,M,544,1,258,1
2010S1684225,F,168,1,339,0
2010S1684441,M,374,1,689,3
2010S1684737,M,366,4,6826,3
2010S1685009,F,181,1,699,0
2010S1685057,M,14,8,16151,2
2010S1689341,M,12,11,19468,2
2010S1689633,F,180,1,1249,0
2010S1692285,M,636,2,938,1
2010S1692377,M,547,1,1380,1
2010S1692545,M,264,1,1373,0
2010S1692573,F,90,1,980,2
2010S1692629,M,209,1,1199,0
2010S1693317,M,209,5,8970,0
2010S1696353,F,450,2,2000,3
2010S1696529,M,5,3,3339,2
2010S1696573,M,419,2,2760,3
2010S1697197,M,304,3,4194,0
2010S1697273,F,18,1,680,2
2010S1697893,F,453,1,1560,3
2010S1698021,M,439,1,1080,3
2010S1700737,F,181,1,1380,0
2010S1700957,M,417,2,2200,3
2010S1701501,F,266,2,2517,0
2010S1701613,F,406,1,2760,3
2010S1701737,M,475,1,998,3
2010S1701985,M,12,6,6418,2
2010S1704109,F,189,1,3475,0
2010S1704137,F,643,1,150,1
2010S1704621,F,400,1,680,3
2010S1705085,F,39,2,3286,2
2010S1705325,F,230,1,998,0
2010S1705413,F,114,1,3700,2
2010S1708109,M,474,1,998,3
2010S1708129,F,281,1,150,0
2010S1712205,M,293,2,2100,0
2010S1712469,M,188,2,2409,0
2010S1712653,F,75,1,699,2
2010S1712657,F,271,1,2133,0
2010S1712769,F,5,5,8465,2
2010S1716181,F,353,1,270,3
2010S1716245,F,182,1,1186,0
2010S1716321,F,224,1,680,0
2010S1716397,F,262,1,300,0
2010S1716785,F,291,1,980,0
2010S1720285,M,453,2,751,3
2010S1720521,M,387,2,3860,3
2010S1720821,F,188,1,38,0
2010S1720921,M,461,1,493,3
2010S2004337,M,210,3,8566,0
2010S2004417,F,76,2,450,2
2010S2004569,F,591,2,788,1
2010S2005189,M,461,2,3759,3
2010S2005217,M,15,6,8826,2
2010S2005297,F,389,2,2760,3
2010S2005489,M,366,2,2560,3
2010S2008097,M,534,1,1170,1
2010S2008225,F,183,2,3168,0
2010S2008245,F,462,1,1680,3
2010S2008821,F,138,1,1850,2
2010S2009005,M,669,1,1073,1
2010S2009209,F,246,1,1390,0
2010S2009861,F,465,1,289,3
2010S2010073,F,393,1,1750,3
2010S2010245,M,209,1,5520,0
2010S2010257,F,642,1,1976,1
2010S2012169,M,547,2,4720,1
2010S2012205,F,540,1,559,1
2010S2012901,F,203,2,1118,0
2010S2013257,M,607,1,800,1
2010S2013305,F,461,1,598,3
2010S2013329,M,598,1,986,1
2010S2016133,M,45,3,2599,2
2010S2016237,F,572,1,1380,1
2010S2016245,F,306,4,9650,0
2010S2016333,M,39,9,9939,2
2010S2016529,F,323,1,2610,0
2010S2016677,F,65,1,229,2
2010S2016693,M,304,2,2760,0
2010S2020085,M,220,1,780,0
2010S2020269,F,510,1,1029,1
2010S2020321,F,583,2,5040,1
2010S2020457,M,393,1,1290,3
2010S2020549,F,27,1,1509,2
2010S2021105,F,7,6,12420,2
2010S2024173,F,534,1,765,1
2010S2024545,M,30,1,2340,2
2010S2025421,M,140,2,1703,2
2010S2026197,M,196,1,1960,0
2010S2026745,F,12,5,14879,2
2010S2026781,F,605,1,493,1
2010S2026965,F,52,5,12627,2
2010S2028061,M,5,1,980,2
2010S2028281,F,199,1,1530,0
2010S2028429,F,355,3,707,3
2010S2028433,F,89,1,1850,2
2010S2028621,F,592,1,1680,1
2010S2028929,M,364,1,2997,3
2010S2029025,M,352,1,438,3
2010S2032065,M,81,7,22561,2
2010S2032081,F,447,1,493,3
2010S2032189,M,201,2,5866,0
2010S2032301,F,322,1,498,0
2010S2032801,M,397,1,3030,3
2010S2032981,M,22,6,5935,2
2010S2033089,F,83,2,6409,2
2010S2033193,F,68,4,7536,2
2010S2033553,F,143,1,999,2
2010S2033881,F,642,1,1560,1
2010S2034061,M,52,1,1568,2
2010S2034421,M,109,2,2385,2
2010S2034609,M,216,1,339,0
2010S2034697,F,517,2,2860,1
2010S2034785,M,243,3,3349,0
2010S2036069,F,205,1,780,0
2010S2036225,M,54,1,593,2
2010S2037281,F,521,2,2017,1
2010S2037693,F,66,1,998,2
2010S2037989,F,182,1,1290,0
2010S2038265,F,111,1,539,2
2010S2038493,M,201,2,5520,0
2010S2040841,F,246,2,1608,0
2010S2041033,M,139,1,1996,2
2010S2044137,F,554,2,4140,1
2010S2044685,M,611,1,1435,1
2010S2044829,M,47,1,339,2
2010S2048345,F,73,3,3450,2
2010S2048445,F,24,19,22124,2
2010S2048477,M,155,1,998,2
2010S2048509,M,305,1,1433,0
2010S2048877,M,209,1,690,0
2010S2052109,F,423,1,1180,3
2010S2052125,M,135,2,2548,2
2010S2052405,M,537,1,1860,1
2010S2052729,F,34,1,699,2
2010S2052909,F,209,4,5846,0
2010S2056133,F,91,5,1300,2
2010S2056745,M,411,2,1040,3
2010S2056849,F,387,1,880,3
2010S2060093,F,22,3,3269,2
2010S2060145,F,566,1,680,1
2010S2060285,F,649,1,1560,1
2010S2061009,M,602,1,1663,1
2010S2061065,M,574,1,1430,1
2010S2061565,F,549,1,690,1
2010S2061621,F,669,1,2320,1
2010S2064501,F,321,2,763,0
2010S2064697,F,46,2,2994,2
2010S2064929,F,125,1,3239,2
2010S2065469,F,366,2,5176,3
2010S2065537,M,271,1,1560,0
2010S2065585,M,441,1,588,3
2010S2065689,M,513,1,580,1
2010S2066101,F,285,4,3174,0
2010S2068521,F,175,1,1290,0
2010S2068593,M,50,5,5554,2
2010S2072137,M,143,1,780,2
2010S2072229,F,76,1,3700,2
2010S2072269,F,72,2,1747,2
2010S2072809,M,266,1,38,0
2010S2076309,M,17,3,7530,2
2010S2076425,F,421,3,2172,3
2010S2076525,M,660,1,988,1
2010S2076853,F,101,5,13470,2
2010S2076877,F,483,1,853,3
2010S2076973,F,451,1,998,3
2010S2077101,F,560,1,12800,1
2010S2080093,F,62,3,4660,2
2010S2080493,M,226,2,2040,0
2010S2080913,F,34,1,593,2
2010S2084305,F,132,1,680,2
2010S2084389,F,130,1,680,2
2010S2084985,F,471,3,3332,3
2010S2085217,F,20,2,7740,2
2010S2085249,M,108,1,1850,2
2010S2085317,F,52,6,11749,2
2010S2088161,F,161,1,1380,0
2010S2088269,F,126,1,1560,2
2010S2088325,F,426,2,4540,3
2010S2088577,M,103,1,1850,2
2010S2088593,F,489,1,7800,3
2010S2088933,F,145,3,2952,2
2010S2088953,F,76,3,3627,2
2010S2089185,M,263,1,968,0
2010S2089413,F,663,1,1249,1
2010S2092097,F,251,1,689,0
2010S2092301,M,518,1,300,1
2010S2093329,M,48,1,999,2
2010S2093629,M,94,1,998,2
2010S2096069,F,102,1,1380,2
2010S2096121,F,373,1,699,3
2010S2096665,M,341,1,660,3
2010S2100345,F,594,1,493,1
2010S2100489,F,325,3,3940,0
2010S2100793,F,68,1,150,2
2010S2104521,M,390,1,2580,3
2010S2104641,M,80,1,5040,2
2010S2104953,M,327,2,2834,0
2010S2108517,F,667,1,999,1
2010S2108589,M,385,1,2970,3
2010S2108709,F,185,1,1290,0
2010S2108785,M,151,1,1299,2
2010S2108845,M,99,3,4140,2
2010S2109033,M,544,1,690,1
2010S2112601,F,351,1,699,3
2010S2112661,F,16,1,2580,2
2010S2112765,M,263,1,150,0
2010S2116189,F,546,1,3588,1
2010S2116725,M,17,3,4140,2
2010S2116869,M,562,1,680,1
2010S2117353,F,503,1,520,3
2010S2120169,M,40,5,7610,2
2010S2120217,F,656,1,2140,1
2010S2120313,F,304,3,2091,0
2010S2120481,F,226,1,680,0
2010S2121089,M,359,1,689,3
2010S2121621,F,488,1,680,3
2010S2121645,F,142,1,999,2
2010S2124589,M,186,4,8005,0
2010S2404713,M,614,1,988,1
2010S2404837,F,131,1,1996,2
2010S2404937,F,83,2,172,2
2010S2408777,F,118,2,3378,2
2010S2409009,F,68,1,1380,2
2010S2412537,F,216,1,539,0
2010S2412645,F,47,1,1380,2
2010S2412669,M,296,5,5937,0
2010S2416437,M,237,4,5960,0
2010S2416461,M,496,2,1566,3
2010S2417089,F,300,1,229,0
2010S2420069,F,272,1,1380,0
2010S2420569,F,488,1,1180,3
2010S2420901,F,595,1,493,1
2010S2420953,M,216,1,1420,0
2010S2421077,M,12,7,19930,2
2010S2421185,M,311,3,2081,0
2010S2421653,M,38,5,6900,2
2010S2421761,M,160,4,5457,0
2010S2428357,M,463,2,1560,3
2010S2428449,M,648,1,493,1
2010S2428469,F,132,1,780,2
2010S2428505,F,503,1,780,3
2010S2428885,F,329,3,3120,0
2010S2428985,F,131,1,1996,2
2010S2429229,F,572,1,1380,1
2010S2432257,F,541,2,6100,1
2010S2432377,F,20,14,14219,2
2010S2436441,F,81,7,13316,2
2010S2440393,M,445,2,823,3
2010S2440693,F,576,1,1280,1
2010S2440985,F,50,4,17010,2
2010S2441029,F,383,1,1290,3
2010S2444377,F,335,2,2460,3
2010S2444513,M,464,1,999,3
2010S2444529,F,243,6,4588,0
2010S2444833,M,23,40,29524,2
2010S2445057,F,73,4,1881,2
2010S2448641,F,147,3,3938,2
2010S2448885,F,195,3,5053,0
2010S2448893,M,308,1,1280,0
2010S2449145,F,421,1,3992,3
2010S2449153,F,115,1,1850,2
2010S2449349,M,19,3,7740,2
2010S2449373,M,21,2,1440,2
2010S2450109,F,658,1,559,1
2010S2452069,F,433,1,890,3
2010S2452161,F,656,1,1099,1
2010S2453237,F,75,3,6216,2
2010S2453337,F,644,1,1487,1
2010S2453705,F,177,2,1989,0
2010S2453969,F,61,1,1850,2
2010S2456517,F,77,10,12234,2
2010S2456521,F,177,3,2180,0
2010S2457161,F,486,1,998,3
2010S2457461,F,605,1,289,1
2010S2460785,M,146,3,3123,2
2010S2461013,F,422,1,3240,3
2010S2461065,F,626,1,780,1
2010S2461281,M,145,4,13803,2
2010S2464309,M,90,1,33,2
2010S2464621,M,483,1,799,3
2010S2468289,M,115,9,12186,2
2010S2468309,M,12,2,4900,2
2010S2468905,F,601,1,499,1
2010S2472441,F,458,1,1170,3
2010S2472745,M,14,2,2060,2
2010S2472801,M,298,1,649,0
2010S2472961,M,227,1,114,0
2010S2476141,F,145,1,1200,2
2010S2476169,F,195,1,2289,0
2010S2476265,M,235,1,2318,0
2010S2476637,M,578,1,1249,1
2010S2477005,M,589,1,499,1
2010S2477097,M,111,1,458,2
2010S2477285,F,306,3,4556,0
2010S2480101,F,185,3,3568,0
2010S2480205,F,381,2,2760,3
2010S2480401,F,369,1,799,3
2010S2480409,M,597,1,598,1
2010S2480445,M,436,2,2518,3
2010S2480609,M,21,4,6018,2
2010S2480969,F,366,1,1249,3
2010S2481073,F,521,1,559,1
2010S2484353,F,25,5,6616,2
2010S2484573,F,122,1,1299,2
2010S2484725,M,174,3,2134,0
2010S2484729,F,218,8,4617,0
2010S2488069,F,590,1,2296,1
2010S2488289,F,139,2,4119,2
2010S2488301,F,615,1,1520,1
2010S2488909,F,110,5,15750,2
2010S2488941,M,419,2,1830,3
2010S2488945,M,460,1,799,3
2010S2496117,F,286,1,799,0
2010S2504513,M,202,1,3870,0
2010S2504641,F,132,1,1850,2
2010S2505001,M,304,1,1280,0
2010S2505281,M,90,5,10350,2
2010S2505373,F,238,1,680,0
2010S2508337,F,537,2,3060,1
2010S2508409,F,277,1,559,0
2010S2508597,F,403,2,2379,3
2010S2508621,M,577,1,1335,1
2010S2508853,F,176,1,4050,0
2010S2508861,M,496,1,988,3
2010S2509069,M,575,1,5279,1
2010S2509897,F,178,1,1249,0
2010S2512193,F,91,1,1092,2
2010S2512197,F,294,3,3802,0
2010S2512633,M,283,2,1998,0
2010S2512645,M,461,1,998,3
2010S2512669,F,180,1,1290,0
2010S2512809,F,127,1,999,2
2010S2516349,M,142,3,21129,2
2010S2516405,M,69,1,1027,2
2010S2520345,F,166,1,1149,0
2010S2520889,F,399,3,7412,3
2010S2808353,F,661,1,300,1
2010S2808501,F,474,2,2366,3
2010S2808533,F,67,1,1280,2
2010S2809137,M,192,6,9150,0
2010S2809141,F,461,2,3958,3
2010S2812225,F,237,2,1360,0
2010S2812301,F,485,2,2085,3
2010S2812309,F,235,1,999,0
2010S2812405,M,243,1,1280,0
2010S2812541,M,348,1,998,3
2010S2812749,F,221,3,4530,0
2010S2812861,F,348,1,1380,3
2010S2813017,F,579,1,4360,1
2010S2813669,F,374,3,3794,3
2010S2816057,F,657,1,1380,1
2010S2816193,F,70,3,3737,2
2010S2816545,M,149,1,1850,2
2010S2816789,F,594,1,1380,1
2010S2816897,F,253,2,2840,0
2010S2816901,F,211,7,17338,0
2010S2817145,M,46,3,3946,2
2010S2817173,F,416,1,493,3
2010S2817245,M,62,10,510,2
2010S2817529,M,459,1,998,3
2010S2817641,F,659,1,229,1
2010S2817893,F,439,2,2028,3
2010S2820097,F,341,1,1996,3
2010S2820765,F,327,1,1513,0
2010S2820769,F,197,2,976,0
2010S2824077,M,219,1,520,0
2010S2824477,F,537,1,690,1
2010S2824541,F,312,1,999,0
2010S2824641,M,311,1,1996,0
2010S2824965,M,408,1,1380,3
2010S2828185,F,571,1,1280,1
2010S2828561,F,241,1,680,0
2010S2828905,F,101,6,8043,2
2010S2832901,M,580,1,1380,1
2010S2832973,F,213,2,3870,0
2010S2833057,F,471,1,520,3
2010S2836697,F,273,1,1996,0
2010S2836905,F,32,1,339,2
2010S2837037,M,169,2,1913,0
2010S2840509,M,397,2,2553,3
2010S2841969,F,117,9,11300,2
2010S2844337,M,413,1,1249,3
2010S2844581,M,285,1,1199,0
2010S2844713,M,201,1,690,0
2010S2844781,F,580,1,799,1
2010S2844845,F,22,1,999,2
2010S2845069,F,21,14,13176,2
2010S2845245,F,49,9,23358,2
2010S2845281,F,377,2,3150,3
2010S2845405,F,480,1,493,3
2010S2845409,M,403,1,3960,3
2010S2845877,F,46,28,64734,2
2010S2846225,F,219,1,1290,0
2010S2848301,M,439,1,1398,3
2010S2849045,F,155,4,3768,2
2010S2852337,M,243,7,13415,0
2010S2852445,M,642,1,3196,1
2010S2852693,F,489,1,699,3
2010S2852749,M,419,1,493,3
2010S2852857,M,608,1,299,1
2010S2852957,F,605,1,1140,1
2010S2853357,M,458,1,520,3
2010S2856813,M,461,1,2060,3
2010S2856873,M,643,1,2198,1
2010S2860061,F,20,2,4990,2
2010S2860225,M,279,1,999,0
2010S2860321,F,426,1,1129,3
2010S2860353,M,213,2,738,0
2010S2860457,F,348,1,1598,3
2010S2860573,F,286,1,998,0
2010S2860617,F,313,2,3450,0
2010S2861189,F,562,2,4720,1
2010S2861205,F,350,1,1560,3
2010S2864409,F,569,1,1560,1
2010S2864513,F,117,1,2033,2
2010S2865037,F,468,1,998,3
2010S2868093,F,90,3,1350,2
2010S2868213,F,81,1,1560,2
2010S2869033,M,26,2,2088,2
2010S2869129,F,11,1,938,2
2010S2869313,M,555,4,5520,1
2010S2869529,M,630,1,749,1
2010S2872077,M,157,3,2205,0
2010S2872213,F,75,1,2078,2
2010S2872413,M,53,3,3378,2
2010S2872733,F,69,2,629,2
2010S2872833,F,83,1,1280,2
2010S2872901,F,463,2,2447,3
2010S2872969,M,454,1,998,3
2010S2873017,F,611,1,1078,1
2010S2873725,M,469,1,659,3
2010S2880269,F,172,5,14793,0
2010S2880485,F,625,1,2699,1
2010S2880857,F,559,1,300,1
2010S2884113,M,194,2,6450,0
2010S2884165,F,210,3,4140,0
2010S2892437,F,395,1,539,3
2010S2892509,F,643,1,938,1
2010S2892745,M,29,5,12827,2
2010S2896181,F,187,1,3870,0
2010S2896237,F,23,1,38,2
2010S2896249,F,16,8,14443,2
2010S2896437,M,349,1,511,3
2010S2896613,F,11,3,3840,2
2010S2896629,F,464,2,2080,3
2010S2896757,M,16,4,4723,2
2010S2896861,F,255,1,2279,0
2010S2897157,M,451,1,289,3
2010S2897209,M,23,5,5837,2
2010S2897333,F,7,1,1290,2
2010S2897337,F,510,1,2360,1
2010S2897405,F,598,1,992,1
2010S2897569,M,474,1,1157,3
2010S2897813,F,449,1,1560,3
2010S2897945,F,250,1,680,0
2010S2898125,M,431,3,3198,3
2010S2900121,M,95,2,2968,2
2010S2900141,M,172,1,1249,0
2010S2900201,F,372,2,1950,3
2010S2900373,F,471,2,3495,3
2010S2901273,F,304,1,289,0
2010S2901433,F,619,2,3963,1
2010S2901509,F,390,1,1290,3
2010S2901605,M,272,1,229,0
2010S2902053,F,270,1,499,0
2010S2902409,F,245,3,6976,0
2010S2904069,M,510,1,998,1
2010S2908469,F,493,1,580,3
2010S2908761,M,90,1,980,2
2010S2912337,F,105,7,10008,2
2010S2912509,F,227,1,559,0
2010S2912589,M,449,1,1249,3
2010S2912689,F,205,2,4557,0
2010S2912769,F,39,7,20094,2
2010S2916861,F,397,1,1170,3
2010S2917041,M,108,3,5626,2
2010S2917289,M,151,3,26936,2
2010S2920229,M,388,3,2172,3
2010S2920301,F,20,4,8886,2
2010S2920521,M,47,3,7258,2
2010S2920845,M,119,2,5550,2
2010S2920881,F,13,2,3870,2
2010S2920925,M,162,5,5487,0
2010S2920969,M,127,1,749,2
2010S2921093,F,544,1,1380,1
2010S2921217,F,314,1,1560,0
2010S2924173,F,592,2,2552,1
2010S2924221,M,506,1,990,1
2010S2924681,F,13,4,4566,2
2010S2924705,F,320,2,3659,0
2010S2924985,M,565,1,1380,1
2010S2925313,F,18,2,1849,2
2010S2925585,M,274,2,4944,0
2010S2925733,F,357,2,3360,3
2010S3204101,F,481,2,1759,3
2010S3204209,F,432,1,229,3
2010S3204549,F,384,2,2639,3
2010S3204901,F,495,1,690,3
2010S3205249,F,486,1,2200,3
2010S3205433,F,572,1,680,1
2010S3205705,M,9,8,16694,2
2010S3209017,F,118,1,999,2
2010S3212085,F,24,6,9619,2
2010S3212829,F,399,3,4080,3
2010S3212925,F,470,1,998,3
2010S3216893,M,151,3,4140,2
2010S3220109,F,562,2,2840,1
2010S3220257,F,572,1,680,1
2010S3220581,F,56,9,37735,2
2010S3221037,F,384,1,1170,3
2010S3224141,M,447,6,18730,3
2010S3228653,M,599,1,1600,1
2010S3229017,F,390,1,1290,3
2010S3229101,F,593,1,1680,1
2010S3229357,F,489,2,930,3
2010S3229377,F,468,1,1596,3
2010S3229517,M,143,2,4237,2
2010S3230213,M,47,4,8448,2
2010S3230217,F,234,2,420,0
2010S3232245,M,189,2,1132,0
2010S3232565,M,196,1,1290,0
2010S3232877,F,32,1,229,2
2010S3232909,M,285,1,493,0
2010S3233093,F,144,3,5793,2
2010S3233153,F,198,4,7764,0
2010S3233177,M,568,1,1180,1
2010S3233281,F,583,1,1380,1
2010S3233317,F,163,1,998,0
2010S3233365,F,583,1,5080,1
2010S3233397,F,641,1,1149,1
2010S3233857,F,47,1,2760,2
2010S3234293,F,13,2,3140,2
2010S3234453,F,544,1,690,1
2010S3234641,F,328,1,1520,0
2010S3236077,M,52,5,16062,2
2010S3236301,M,32,6,8855,2
2010S3236345,M,66,1,1850,2
2010S3236493,F,1,1,1290,2
2010S3236909,M,46,1,11100,2
2010S3240141,F,275,1,1199,0
2010S3244917,M,157,2,600,0
2010S3248389,M,139,1,600,2
2010S3248645,M,546,1,150,1
2010S3248701,M,387,1,1680,3
2010S3248705,F,286,1,2760,0
2010S3248769,F,265,1,1978,0
2010S3248853,M,531,1,1760,1
2010S3249089,M,426,1,1180,3
2010S3249117,F,22,1,1779,2
2010S3249133,M,272,1,1199,0
2010S3252069,F,335,1,270,3
2010S3252589,F,94,5,3791,2
2010S3252785,F,241,4,12967,0
2010S3256317,F,664,1,1380,1
2010S3256545,F,231,1,680,0
2010S3256557,M,607,1,493,1
2010S3256989,F,397,1,308,3
2010S3257105,F,489,1,988,3
2010S3257325,F,348,1,219,3
2010S3257693,F,629,1,1800,1
2010S3257781,F,489,1,1160,3
2010S3260065,F,125,2,3120,2
2010S3260625,F,496,2,2065,3
2010S3260693,M,572,1,1520,1
2010S3264425,F,57,3,2598,2
2010S3264465,F,498,1,999,3
2010S3264553,F,277,1,968,0
2010S3264769,F,397,1,1380,3
2010S3264953,M,557,1,1180,1
2010S3265005,M,499,1,580,3
2010S3265009,F,125,1,780,2
2010S3268077,M,123,5,10920,2
2010S3268233,M,437,2,3943,3
2010S3268333,F,626,1,559,1
2010S3268413,F,334,1,539,3
2010S3268461,M,109,6,4796,2
2010S3268509,M,131,3,1183,2
2010S3268797,F,587,1,493,1
2010S3268869,F,615,1,878,1
2010S3272089,F,176,1,699,0
2010S3272253,M,646,1,999,1
2010S3272853,F,113,2,5219,2
2010S3273041,F,239,2,1173,0
2010S3276409,M,217,1,898,0
2010S3276421,F,643,1,848,1
2010S3276765,M,556,1,1249,1
2010S3276889,M,155,3,4508,2
2010S3277417,F,83,1,998,2
2010S3280525,F,228,4,3706,0
2010S3280577,F,510,1,1520,1
2010S3280641,F,3,2,18399,2
2010S3281237,M,11,8,10291,2
2010S3284073,F,72,5,6691,2
2010S3284173,F,549,1,150,1
2010S3284521,F,653,1,2198,1
2010S3284657,F,302,2,1873,0
2010S3284941,M,410,1,1380,3
2010S3285237,M,183,1,999,0
2010S3285269,F,365,2,1492,3
2010S3285429,F,284,2,3378,0
2010S3285725,F,384,1,1290,3
2010S3285981,M,497,1,2179,3
2010S3288245,F,11,3,3589,2
2010S3288777,F,408,3,4126,3
2010S3288849,M,217,1,593,0
2010S3288861,F,38,2,3459,2
2010S3288949,M,39,2,1520,2
2010S3289005,F,506,1,1299,1
2010S3289505,F,20,1,1170,2
2010S3289797,M,431,2,1986,3
2010S3290021,M,408,1,2760,3
2010S3290109,F,211,1,539,0
2010S3292677,M,21,1,593,2
2010S3292745,M,524,1,1498,1
2010S3293101,F,617,1,1040,1
2010S3293217,F,2,3,11012,2
2010S3293321,F,340,2,2196,3
2010S3296689,F,510,1,580,1
2010S3296857,M,474,1,1287,3
2010S3296881,F,35,7,12653,2
2010S3297089,M,62,4,4270,2
2010S3300113,F,12,9,19710,2
2010S3300237,M,202,1,1520,0
2010S3300737,F,190,2,2580,0
2010S3300809,F,370,3,3398,3
2010S3300873,F,217,1,1290,0
2010S3300945,F,369,4,5704,3
2010S3301141,F,545,1,1170,1
2010S3304445,F,191,1,690,0
2010S3304893,M,370,1,539,3
2010S3304925,F,41,1,699,2
2010S3308117,M,634,1,559,1
2010S3308325,M,643,1,493,1
2010S3308657,M,281,1,220,0
2010S3308833,F,187,1,229,0
2010S3308889,F,410,1,998,3
2010S3309297,M,447,1,499,3
2010S3312661,M,656,1,1380,1
2010S3312845,F,138,1,2340,2
2010S3313409,M,629,1,520,1
2010S3313497,M,147,1,4570,2
2010S3313573,F,529,1,1380,1
2010S3313805,F,61,1,1998,2
2010S3313877,F,559,1,2560,1
2010S3316073,M,292,1,689,0
2010S3316113,F,191,1,539,0
2010S3316133,M,356,2,3978,3
2010S3316645,F,158,10,12525,2
2010S3316945,M,579,1,1280,1
2010S3317073,F,148,1,150,2
2010S3317285,M,290,1,999,0
2010S3317289,M,503,1,1160,3
2010S3317329,F,463,1,799,3
2010S3317621,F,258,1,2340,0
2010S3318033,F,100,1,998,2
2010S3320277,M,218,2,3069,0
2010S3320365,F,216,4,2784,0
2010S3324309,F,11,11,13792,2
2010S3324517,F,198,1,3009,0
2010S3604197,F,664,1,458,1
2010S3605193,F,562,1,1785,1
2010S3608097,M,287,4,5073,0
2010S3608105,F,285,3,5495,0
2010S3608109,F,350,1,699,3
2010S3608117,F,11,4,4848,2
2010S3608145,F,147,1,680,2
2010S3608565,F,363,2,4368,3
2010S3608577,M,570,1,5520,1
2010S3608801,F,17,1,229,2
2010S3609069,F,87,3,6448,2
2010S3612181,F,369,1,1290,3
2010S3612217,F,569,1,1280,1
2010S3612393,F,44,5,7879,2
2010S3612465,F,205,1,1290,0
2010S3612881,M,470,1,699,3
2010S3612985,M,519,2,1986,1
2010S3613181,F,573,2,4080,1
2010S3616369,F,495,1,799,3
2010S3616485,M,566,1,1280,1
2010S3617049,F,374,1,1998,3
2010S3617733,F,145,3,5185,2
2010S3620421,F,32,1,1380,2
2010S3620769,F,606,1,988,1
2010S3620925,F,332,1,539,3
2010S3621109,F,390,1,1380,3
2010S3621589,M,393,1,1680,3
2010S3621957,M,516,1,580,1
2010S3624077,M,34,8,12613,2
2010S3624153,M,251,1,2060,0
2010S3624377,F,657,1,1040,1
2010S3624569,F,189,1,1290,0
2010S3624913,M,577,1,1280,1
2010S3625013,F,109,1,999,2
2010S3625189,M,377,3,2769,3
2010S3625225,F,256,2,3360,0
2010S3625393,M,161,1,35,0
2010S3625437,M,473,1,799,3
2010S3628665,M,272,1,990,0
2010S3628785,F,328,3,1899,0
2010S3628953,F,557,1,680,1
2010S3629065,F,236,1,38,0
2010S3632297,F,304,2,2398,0
2010S3633241,M,174,4,2559,0
2010S3636553,F,75,1,325,2
2010S3636673,F,410,1,1280,3
2010S3636941,F,85,2,2448,2
2010S3640057,M,248,1,539,0
2010S3640421,M,244,4,8213,0
